"impact_full_name","impact_parent","impact","impact_duration_years","responsibility_period_years","source","comment"
"Climate change","GWP_100","GWP_100",">100","300","Yang & Paulillo (2025, 2026)","Climate change budget expressed in CO2eq GWP100. Budget would need to be expressed per GHG to account for different lifetime durations of impacts using AGTP."
