impact_full_name,impact,impact_unit,optional_global_normalisation_factor,min_cc,max_cc,source,comment_cc,comment_global nf
Climate change,GWP_100,kg CO2-eq,5.21E+13,6.81E+12,8.72E+12,"""Sanye-Mengual, E., & Sala, S. (2023). Consumption footprint and domestic footprint: Assessing the environmental impacts of EU consumption and production?: life cycle assessment to support the European Green Deal. European Commission. Joint Research Centre. https://doi.org/10.2760/218540; Sala, S., Crenna, E., Secchi, M., & Sanye-Mengual, E. (2020). Environmental sustainability of European production and consumption assessed against planetary boundaries. Journal of Environmental Management, 269, 110686. https://doi.org/10.1016/j.jenvman.2020.110686;  Andreasi, B. S., Biganzoli, F., Ferrara, N., Amadei, A., Valente, A., Sala, S., & Ardente, F. (2023). Updated characterisation and normalisation factors for the Environmental Footprint 3.1 method. JRC Publications Repository. https://doi.org/10.2760/798894""","""As proposed by Sala et al. (2020), the uncertainty upper limit is 128% of the min SOS as in the original Planetary boundaries framework (Rockstrom et al., 2009)""","""Global normalization factors are for the year 2010 (Andreasi et al., 2023)"""
